"Name","Street Address","City","State","Zip","Latitude","Longitude"
"GRANT BEACON MIDDLE SCHOOL","1751 SOUTH WASHINGTON STREET","DENVER","CO","80210",39.6852228,-104.9798811
"GRANT RANCH ECE-8 SCHOOL","5400 SOUTH JAY CIRCLE","DENVER","CO","80123",39.6174524,-105.0643197
"GIRLS ATHLETIC LEADERSHIP SCHOOL MIDDLE SCHOOL","750 Galapago St.","DENVER","CO","80204",39.7284692,-104.9958098
"GREEN VALLEY ELEMENTARY SCHOOL","4100 JERICHO ST","DENVER","CO","80249",39.7735048,-104.7484316
"MARIE L. GREENWOOD ACADEMY","5130 DURHAM COURT","DENVER","CO","80239",39.7869882,-104.8178671
"GREENLEE ELEMENTARY SCHOOL","1150 LIPAN STREET","DENVER","CO","80204",39.7345533,-105.0011376
"CREATIVE CHALLENGE COMMUNITY","1551 S.  MONROE ST","DENVER","CO","80210",39.6885167,-104.9463747
"GUST ELEMENTARY SCHOOL","3440 WEST YALE AVENUE","DENVER","CO","80219",39.6673085,-105.0307087
"HAMILTON MIDDLE SCHOOL","8600 EAST DARTMOUTH AVENUE","DENVER","CO","80231",39.6593393,-104.8923248
"HARRINGTON ELEMENTARY SCHOOL","2401 EAST 37TH AVENUE","DENVER","CO","80205",39.7687288,-104.9585798
"HIGHLINE ACADEMY CHARTER SCHOOL","2170 SOUTH DAHLIA STREET","DENVER","CO","80222",39.6769947,-104.9306904
"HILL CAMPUS OF ARTS AND SCIENCES","451 CLERMONT STREET","DENVER","CO","80220",39.72376999999999,-104.934988
"HIGH TECH ELEMENTARY SCHOOL","8499 E Stoll Place","DENVER","CO","80238",39.7893786,-104.8885547
"HIGHLINE ACADEMY NORTHEAST","19451 EAST MAXWELL PLACE","DENVER","CO","80249",39.794855,-104.7609965
"HOLM ELEMENTARY SCHOOL","3185 SOUTH WILLOW COURT","DENVER","CO","80231",39.6569927,-104.8871292
"FARRELL B. HOWELL ECE-8 SCHOOL","14250 EAST ALBROOK DRIVE","DENVER","CO","80239",39.7762604,-104.8326748
"ISABELLA BIRD COMMUNITY SCHOOL","2701 N. Lima St.","DENVER","CO","80238",39.7554747,-104.8576231
"DSST: COLLEGE VIEW MIDDLE SCHOOL","3111 W Dartmouth Ave","DENVER","CO","80236",39.65984419999999,-105.0274376
"JOHN F KENNEDY HIGH SCHOOL","2855 SOUTH LAMAR STREET","DENVER","CO","80227",39.6625419,-105.0682361
"JOHNSON ELEMENTARY SCHOOL","1850 SOUTH IRVING STREET","DENVER","CO","80219",39.6833767,-105.028965
"JUSTICE HIGH SCHOOL DENVER","300 E. 9th Ave.","DENVER","CO","80203",39.730319,-104.9832989
"KAISER ELEMENTARY SCHOOL","4500 SOUTH QUITMAN STREET","DENVER","CO","80236",39.6341646,-105.0413184
"KIPP MONTBELLO COLLEGE PREP","5290 KITTREDGE STREET","DENVER","CO","80239",39.7888653,-104.8007154
"KEPNER MIDDLE SCHOOL","911 SOUTH HAZEL COURT","DENVER","CO","80219",39.6995549,-105.0284211
"KIPP DENVER COLLEGIATE HIGH SCHOOL","451 SOUTH TEJON STREET","DENVER","CO","80223",39.7088543,-105.0114655
"KIPP SUNSHINE PEAK ACADEMY","375 S TEJON STREET","DENVER","CO","80223",39.7096955,-105.0121813
"KNAPP ELEMENTARY SCHOOL","500 SOUTH UTICA STREET","DENVER","CO","80219",39.707844,-105.045002
"HALLETT FUNDAMENTAL ACADEMY","2950 JASMINE STREET","DENVER","CO","80207",39.7595149,-104.9182016
"KUNSMILLER CREATIVE ARTS ACADEMY","2250 SOUTH QUITMAN WAY","DENVER","CO","80219",39.6758585,-105.0396306
"LINCOLN ELEMENTARY SCHOOL","710 SOUTH PENNSYLVANIA STREET","DENVER","CO","80209",39.7035569,-104.9810204
"LAKE INTERNATIONAL SCHOOL","1820 LOWELL BLVD","DENVER","CO","80204",39.7457556,-105.0346078
"LOWRY ELEMENTARY SCHOOL","8001 EAST CEDAR AVENUE","DENVER","CO","80230",39.7128417,-104.8964601
"MANUAL HIGH SCHOOL","1700 EAST 28TH AVENUE","DENVER","CO","80205",39.7563751,-104.9680001
"MARRAMA ELEMENTARY SCHOOL","19100 EAST 40TH AVENUE","DENVER","CO","80249",39.7723388,-104.7640033
"MARTIN LUTHER KING JR. EARLY COLLEGE","19535 EAST 46TH AVENUE","DENVER","CO","80249",39.7809697,-104.760142
"MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY","451 SOUTH TEJON STREET","DENVER","CO","80223",39.7088543,-105.0114655
"MONARCH MONTESSORI","4895 PEORIA STREET","DENVER","CO","80239",39.7855829,-104.8478192
"MAXWELL ELEMENTARY SCHOOL","14390 EAST BOLLING DRIVE","DENVER","CO","80239",39.7825151,-104.8208944
"MCGLONE ELEMENTARY SCHOOL","4500 CROWN BOULEVARD","DENVER","CO","80239",39.7802589,-104.837632
"MC KINLEY-THATCHER ELEMENTARY SCHOOL","1230 SOUTH GRANT STREET","DENVER","CO","80210",39.6938056,-104.9838477
"MC MEEN ELEMENTARY SCHOOL","1000 SOUTH HOLLY STREET","DENVER","CO","80246",39.6984129,-104.921202
"MERRILL MIDDLE SCHOOL","1551 SOUTH MONROE STREET","DENVER","CO","80210",39.6885167,-104.9463747
"CONTEMPORARY LEARNING ACADEMY","200 E. 9th Ave.","DENVER","CO","80203",39.7300943,-104.984499
"MCAULIFFE INTERNATIONAL SCHOOL","2540 Holly St","DENVER","CO","80207",39.7536254,-104.9222651
"MONTCLAIR ELEMENTARY SCHOOL","1151 NEWPORT STREET","DENVER","CO","80220",39.733539,-104.909977
"DORA MOORE ECE-8 SCHOOL","846 CORONA STREET","DENVER","CO","80218",39.7299702,-104.9737314
"MOREY MIDDLE SCHOOL","840 EAST 14TH AVENUE","DENVER","CO","80218",39.7377335,-104.977059
"MUNROE ELEMENTARY SCHOOL","3440 WEST VIRGINIA AVENUE","DENVER","CO","80219",39.7072715,-105.031434
"NOEL COMMUNITY ARTS SCHOOL","5000 Crown Boulevard","DENVER","CO","80239",39.7866996,-104.8281948
"NEWLON ELEMENTARY SCHOOL","361 VRAIN STREET","DENVER","CO","80219",39.721687,-105.0466476
"NORTH HIGH SCHOOL ENGAGEMENT CENTER","2960 SPEER BLVD","DENVER","CO","80211",39.7598634,-105.0221718
"NORTH HIGH SCHOOL","2960 NORTH SPEER BOULEVARD","DENVER","CO","80211",39.7598634,-105.0221718
"BRUCE RANDOLPH SCHOOL","3955 STEELE STREET","DENVER","CO","80205",39.7716884,-104.9499087
"ACADEMIA ANA MARIE SANDOVAL","3655 WYANDOT STREET","DENVER","CO","80211",39.7675103,-105.0143946
"THE ODYSSEY SCHOOL","6550 EAST 21ST AVENUE","DENVER","CO","80207",39.7485405,-104.9120433
"OMAR D BLAIR CHARTER SCHOOL","4905 CATHAY STREET","DENVER","CO","80249",39.78657279999999,-104.765715
"DENVER ONLINE HIGH SCHOOL","4250 Shoshone St","DENVER","CO","80211",39.774734,-105.009387
"PALMER ELEMENTARY SCHOOL","995 GRAPE STREET","DENVER","CO","80220",39.7319277,-104.924719
"PARK HILL SCHOOL","5050 EAST 19TH AVENUE","DENVER","CO","80220",39.7451916,-104.9293223
"PIONEER CHARTER SCHOOL","3230 EAST 38TH AVENUE","DENVER","CO","80205",39.7688546,-104.9492384
"FLORIDA PITT-WALLER ECE-8 SCHOOL","21601 EAST 51ST PLACE","DENVER","CO","80249",39.7906124,-104.7362402
"PLACE BRIDGE ACADEMY","7125 CHERRY CREEK DRIVE NORTH","DENVER","CO","80224",39.6862225,-104.9054253
"P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM)","2727 COLUMBINE STREET","DENVER","CO","80205",39.7563239,-104.9577205
"P.U.S.H. ACADEMY","4501 Airport Way","DENVER","CO","80239",39.7756202,-104.7958813
"PASCUAL LEDOUX ACADEMY","1055 SOUTH HAZEL COURT","DENVER","CO","80219",39.697282,-105.0277966
"ROCKY MOUNTAIN PREP","7808 CHERRY CREEK SOUTH DR","DENVER","CO","80236",39.6789023,-104.8983708
"RESPECT ACADEMY AT LINCOLN","2285 SOUTH FEDERAL BLVD","DENVER","CO","80219",39.6764352,-105.026815
"SABIN WORLD SCHOOL","3050 SOUTH VRAIN STREET","DENVER","CO","80236",39.659473,-105.045377
"SAMUELS ELEMENTARY SCHOOL","3985 SOUTH VINCENNES COURT","DENVER","CO","80237",39.6427551,-104.8922772
"CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL","1300 SOUTH LOWELL BOULEVARD","DENVER","CO","80219",39.692182,-105.033752
"SCHMITT ELEMENTARY SCHOOL","1820 SOUTH VALLEJO STREET","DENVER","CO","80223",39.6833579,-105.0121706
"SIMS FAYOLA INTERNATIONAL ACADEMY DENVER","6850 N. ARGONNE ST","DENVER","CO","80249",39.82064159999999,-104.7689382
"SKINNER MIDDLE SCHOOL","3435 WEST 40TH AVENUE","DENVER","CO","80211",39.7724218,-105.0314378
"SLAVENS K-8 SCHOOL","3000 SOUTH CLAYTON STREET","DENVER","CO","80210",39.6619199,-104.9557137
"SMITH RENAISSANCE SCHOOL","3590 JASMINE STREET","DENVER","CO","80207",39.7667522,-104.9182361
"SOAR AT GREEN VALLEY RANCH","4800 TELLURIDE STREET #4","DENVER","CO","80249",39.7846467,-104.7806519
"HENRY WORLD SCHOOL GRADES 6-8","3005 SOUTH GOLDEN WAY","DENVER","CO","80227",39.6607366,-105.058602
"STRIVE PREP - FEDERAL","1825 SOUTH FEDERAL BLVD","DENVER","CO","80219",39.6843203,-105.0257426
"SOUTH HIGH SCHOOL","1700 EAST LOUISIANA AVENUE","DENVER","CO","80210",39.6919063,-104.9661233
"OAKLAND ELEMENTARY","4580 DEARBORN STREET","DENVER","CO","80239",39.7782494,-104.8188775
"SOUTHWEST EARLY COLLEGE","3001 SOUTH FEDERAL BOULEVARD","DENVER","CO","80236",39.6602386,-105.0279356
"SOUTHMOOR ELEMENTARY SCHOOL","3755 SOUTH MAGNOLIA WAY","DENVER","CO","80237",39.6481114,-104.9118399
"SUMMIT ACADEMY","3001 SOUTH FEDERAL BLVD","DENVER","CO","80219",39.6602386,-105.0279356
"STEPHEN KNIGHT CENTER FOR EARLY EDUCATION","3245 EAST EXPOSITION AVENUE","DENVER","CO","80209",39.7045908,-104.9490527
"STECK ELEMENTARY SCHOOL","450  ALBION STREET","DENVER","CO","80220",39.7237506,-104.9385777
"STEDMAN ELEMENTARY SCHOOL","2940 DEXTER STREET","DENVER","CO","80207",39.75927,-104.932263
"STEELE ELEMENTARY SCHOOL","320 SOUTH MARION PARKWAY","DENVER","CO","80209",39.7102351,-104.9715665
"STRIVE PREP - EXCEL","2960 SPEER BLVD BUILDING 1913","DENVER","CO","80211",39.7598634,-105.0221718
"STRIVE PREP - RUBY HILL","2626 WEST EVANS AVENUE","DENVER","CO","80219",39.6781904,-105.0187456
"SWANSEA ELEMENTARY SCHOOL","4650 COLUMBINE STREET","DENVER","CO","80216",39.781049,-104.956449
"SWIGERT INTERNATIONAL SCHOOL","3480 SYRACUSE STREET","DENVER","CO","80207",39.764625,-104.8977182
"TELLER ELEMENTARY SCHOOL","1150 GARFIELD STREET","DENVER","CO","80206",39.7344088,-104.9434966
"VENTURE PREP MIDDLE SCHOOL","2540 HOLLY ST","DENVER","CO","80207",39.7536254,-104.9222651
"THOMAS JEFFERSON HIGH SCHOOL","3950 SOUTH HOLLY STREET","DENVER","CO","80237",39.6469327,-104.9213055
"TRAYLOR ACADEMY","2900 SOUTH IVAN WAY","DENVER","CO","80227",39.6605861,-105.0626415
"TREVISTA ECE-8 AT HORACE MANN","4130 NAVAJO STREET","DENVER","CO","80211",39.7736464,-105.0034461
"UNIVERSITY PREPARATORY SCHOOL","2409 ARAPAHOE STREET","DENVER","CO","80205",39.7559634,-104.9857706
"UNIVERSITY PARK ELEMENTARY SCHOOL","2300 SOUTH ST PAUL STREET","DENVER","CO","80210",39.6747581,-104.9507467
"VISTA ACADEMY","4800 TELLURIDE STREET","DENVER","CO","80249",39.7846467,-104.7806519
"VALVERDE ELEMENTARY SCHOOL","2030 WEST ALAMEDA AVENUE","DENVER","CO","80223",39.7105199,-105.0114992
"STRIVE PREP - SUNNYSIDE","4735 Pecos St 80211","DENVER","CO","80211",39.7822104,-105.0067148
"WEST CAREER ACADEMY","951 ELATI STREET","DENVER","CO","80204",39.7313762,-104.9952505
"STRIVE PREP - WESTWOOD","3201 W ARIZONA AVE.","DENVER","CO","80219",39.6954854,-105.0278325
"STRIVE PREP - LAKE","1820 LOWELL BLVD","DENVER","CO","80204",39.7457556,-105.0346078
"WEST HIGH SCHOOL","951 ELATI STREET","DENVER","CO","80204",39.7313762,-104.9952505
"WESTERLY CREEK ELEMENTARY","8800 EAST 28TH AVENUE","DENVER","CO","80238",39.756102,-104.8848627
"CASTRO ELEMENTARY SCHOOL","845 SOUTH LOWELL BOULEVARD","DENVER","CO","80219",39.701255,-105.035593
"WHITTIER K-8 SCHOOL","2480 DOWNING STREET","DENVER","CO","80205",39.752601,-104.972661
"WILLIAM (BILL) ROBERTS K-8 SCHOOL","2100 AKRON WAY","DENVER","CO","80238",39.7481825,-104.8832572
"STRIVE PREP - SMART ACADEMY","3201 W. ARIZONA AVE","DENVER","CO","80219",39.6954854,-105.0278325
"WEST GENERATIONS ACADEMY","951 ELATI ST","DENVER","CO","80204",39.7313762,-104.9952505
"WEST LEADERSHIP ACADEMY","951 ELATI ST","DENVER","CO","80204",39.7313762,-104.9952505
"STRIVE PREP - GVR","4800 TELLURIDE ST","DENVER","CO","80249",39.7846467,-104.7806519
"STRIVE PREP - MONTBELLO","11200 EAST 45TH AVE","DENVER","CO","80239",39.7760487,-104.8533121
"WYATT ACADEMY","3620 FRANKLIN STREET","DENVER","CO","80205",39.7676639,-104.9680758
"RICO ELEMENTARY SCHOOL","101 SOUTH GLASGOW AVENUE","RICO","CO","81332",37.6914688,-108.0314571
"DOVE CREEK HIGH SCHOOL","525 NORTH MAIN STREET","DOVE CREEK","CO","81324",37.7665691,-108.9039662
"SEVENTH STREET ELEMENTARY SCHOOL","713 NORTH MAIN STREET","DOVE CREEK","CO","81324",37.768794,-108.903938
"ACADEMY CHARTER SCHOOL","1551 PRAIRIE HAWK DRIVE","CASTLE ROCK","CO","80104",39.3835089,-104.871419
"ACRES GREEN ELEMENTARY SCHOOL","13524 NORTH ACRES GREEN DRIVE","LITTLETON","CO","80124",39.55903259999999,-104.8963951
"BEN FRANKLIN ACADEMY","2270 PLAZA DR","HIGHLANDS RANCH","CO","80129",39.5592881,-105.016157
"DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK","15 SOUTH GILBERT STREET","CASTLE ROCK","CO","80104",39.368678,-104.8535904
"AMERICAN ACADEMY","6971 MIRA VISTA LANE","CASTLE PINES","CO","80108",39.4636041,-104.8874996
"CIMARRON MIDDLE","22219 HILLTOP ROAD","PARKER","CO","80134",39.4909941,-104.7301013
"CLEAR SKY ELEMENTARY","1470 CLEAR SKY WAY","CASTLE ROCK","CO","80109",39.381335,-104.904031
"GOLD RUSH ELEMENTARY","12021 SOUTH SWIFT FOX WAY","PARKER","CO","80134",39.4976429,-104.801998
"MESA MIDDLE SCHOOL","365 MITCHELL STREET","CASTLE ROCK","CO","80104",39.3737352,-104.7964297
"ARROWWOOD ELEMENTARY SCHOOL","10345 ARROWWOOD DRIVE","HIGHLANDS RANCH","CO","80130",39.5274069,-104.935085
"BEAR CANYON ELEMENTARY SCHOOL","9660 SALFORD LANE","HIGHLANDS RANCH","CO","80126",39.540526,-104.9815152
"BUFFALO RIDGE ELEMENTARY SCHOOL","7075 NORTH SHOREHAM DRIVE","CASTLE ROCK","CO","80108",39.465947,-104.894195
"EARLY CHILDHOOD CENTER","3950 TRAIL BOSS LANE","CASTLE ROCK","CO","80104",39.4014335,-104.8576353
"CASTLE ROCK ELEMENTARY SCHOOL","1103 CANYON DRIVE","CASTLE ROCK","CO","80104",39.382694,-104.848456
"CASTLE VIEW HIGH SCHOOL","5254 NORTH MEADOWS DR","CASTLE ROCK","CO","80109",39.4128935,-104.8934215
"CHAPARRAL HIGH SCHOOL","15655 BROOKSTONE DRIVE","PARKER","CO","80138",39.5404312,-104.8082166
"CANTRIL","312 CANTRIL STREET","CASTLE ROCK","CO","80104",39.372964,-104.855998
"CHALLENGE TO EXCELLENCE CHARTER SCHOOL","16995 EAST CARLSON DRIVE","PARKER","CO","80134",39.5462365,-104.7908568
"CLOVERLEAF HOME EDUCATION","312 CANTRIL STREET STE 101","CASTLE ROCK","CO","80104",39.372964,-104.855998
"CHERRY VALLEY ELEMENTARY SCHOOL","9244 SOUTH STATE HIGHWAY 83","FRANKTOWN","CO","80116",39.227504,-104.6986979
"NORTH STAR ACADEMY","16700 KEYSTONE BLVD","PARKER","CO","80134",39.5370742,-104.7956939
"PARKER CORE KNOWLEDGE CHARTER SCHOOL","1161 NORTH PINE DRIVE","PARKER","CO","80138",39.5346123,-104.7556789
"COPPER MESA ELEMENTARY SCHOOL","3501 POSTON PARKWAY","HIGHLANDS RANCH","CO","80126",39.5187552,-104.9477361
"COUGAR RUN ELEMENTARY SCHOOL","8780 VENNEFORD RANCH ROAD","HIGHLANDS RANCH","CO","80126",39.5559603,-104.9481296
"COYOTE CREEK ELEMENTARY SCHOOL","2861 BANEBERRY COURT","HIGHLANDS RANCH","CO","80129",39.5266844,-105.0226236
"CRESTHILL MIDDLE SCHOOL","9195 CRESTHILL LANE","HIGHLANDS RANCH","CO","80130",39.5480831,-104.9304843
"CASTLE ROCK MIDDLE SCHOOL","2575 MEADOWS BOULEVARD","CASTLE ROCK","CO","80109",39.4093948,-104.8921508
"DOUGLAS COUNTY HIGH SCHOOL","2842 FRONT STREET","CASTLE ROCK","CO","80104",39.3895007,-104.8569823
"ROCK RIDGE ELEMENTARY SCHOOL","400 NORTH HERITAGE ROAD","CASTLE ROCK","CO","80104",39.3728276,-104.813706
"CHEROKEE TRAIL ELEMENTARY SCHOOL","17302 CLARKE FARMS DRIVE","PARKER","CO","80134",39.5251969,-104.7873434
"EAGLE RIDGE ELEMENTARY SCHOOL","7716 TIMBERLINE ROAD","LONE TREE","CO","80124",39.5472989,-104.9003258
"EAGLE ACADEMY","9375 CRESTHILL LANE","HIGHLANDS RANCH","CO","80130",39.5447545,-104.9326097
"ELDORADO ELEMENTARY SCHOOL","1305 TIMBERVALE TRAIL","HIGHLANDS RANCH","CO","80126",39.5401,-105.002743
"MAMMOTH HEIGHTS ELEMENTARY","9500 STONEGATE PARKWAY","PARKER","CO","80134",39.5439047,-104.8036318
"STONE MOUNTAIN ELEMENTARY","10625 WEATHERSFIELD WAY","HIGHLANDS RANCH","CO","80129",39.5232561,-105.0006639
"ROXBOROUGH INTERMEDIATE","7370 VILLAGE CIRCLE EAST","LITTLETON","CO","80125",39.46846379999999,-105.0714884
"FLAGSTONE ELEMENTARY SCHOOL","104 LOVINGTON STREET","CASTLE ROCK","CO","80104",39.3688539,-104.7900854
"FOX CREEK ELEMENTARY SCHOOL","6585 COLLEGIATE DRIVE","HIGHLANDS RANCH","CO","80130",39.547568,-104.9118869
"FRANKTOWN ELEMENTARY SCHOOL","1384 NORTH STATE HIGHWAY 83 PO BOX 308","FRANKTOWN","CO","80116",39.3821054,-104.7484325
"FRONTIER VALLEY ELEMENTARY SCHOOL","23919 EAST CANTERBERRY TRAIL","PARKER","CO","80138",39.510497,-104.7117293
"HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL","373 INVERNESS PARKWAY SUITE 205","CENTENNIAL","CO","80112",39.5606156,-104.8668117
"HERITAGE ELEMENTARY SCHOOL","3350 SUMMIT VIEW PARKWAY","HIGHLANDS RANCH","CO","80126",39.530634,-104.9503887
"HIGHLANDS RANCH HS PRE-K","9375 CRESTHILL LANE","HIGHLANDS RANCH","CO","80130",39.5447545,-104.9326097
"HIGHLANDS RANCH HIGH SCHOOL","9375 CRESTHILL LANE","HIGHLANDS RANCH","CO","80130",39.5447545,-104.9326097
"HOPE ONLINE LEARNING ACADEMY HIGH SCHOOL","367 INVERNESS PARKWAY SUITE 225","CENTENNIAL","CO","80112",39.5621419,-104.8657028
"LEGEND HIGH SCHOOL","22219 HILLTOP ROAD","PARKER","CO","80138",39.4909941,-104.7301013
"IRON HORSE ELEMENTARY SCHOOL","20151 TALLMAN DRIVE","PARKER","CO","80138",39.5067816,-104.7550124
"LEGEND HS PRE-K","22219 HILLTOP ROAD","PARKER","CO","80138",39.4909941,-104.7301013
"LARKSPUR ELEMENTARY SCHOOL","1103 WEST PERRY PARK AVENUE","LARKSPUR","CO","80118",39.2320475,-104.904247
"LEGACY POINT ELEMENTARY SCHOOL","12736 SOUTH RED ROSA CIRCLE","PARKER","CO","80134",39.4860432,-104.7835386
"STEM MIDDLE & HIGH SCHOOL","8779 RIDGELINE DRIVE","HIGHLANDS RANCH","CO","80129",39.5562973,-104.9975636
"EDCSD: COLORADO CYBER SCHOOL","801 SOUTH PERRY STREET STE 130","CASTLE ROCK","CO","80104",39.3625772,-104.8621528
"SAGE CANYON ELEMENTARY","2420 AUTUMN SAGE STREET","CASTLE ROCK","CO","80104",39.387901,-104.8246272
"MEADOW VIEW ELEMENTARY SCHOOL","3700 BUTTERFIELD CROSSING","CASTLE ROCK","CO","80109",39.410397,-104.9028639
"LONE TREE ELEMENTARY","9375 HERITAGE HILLS CIRCLE","LONE TREE","CO","80124",39.53839200000001,-104.8800596
"DC MONTESSORI CHARTER SCHOOL","311 EAST CASTLE PINES PARKWAY","CASTLE ROCK","CO","80108",39.4722692,-104.8782639
"ASPEN VIEW ACADEMY","2131 LOW MEADOW BLVD","CASTLE ROCK","CO","80109",39.3989871,-104.8814937
"MOUNTAIN VIEW ELEMENTARY SCHOOL","8502 EAST PINERY PARKWAY","PARKER","CO","80134",39.45391499999999,-104.7270999
"MOUNTAIN RIDGE MIDDLE SCHOOL","10590 MONTE VISTA WAY","HIGHLANDS RANCH","CO","80126",39.5506829,-104.9358191
"MOUNTAIN VISTA HIGH SCHOOL","10585 MOUNTAIN VISTA RIDGE","HIGHLANDS RANCH","CO","80126",39.5226081,-104.9657138
"SKYVIEW ACADEMY","6161 BUSINESS CENTER DRIVE","HIGHLANDS RANCH","CO","80124",39.5631588,-104.917111
"NORTHEAST ELEMENTARY SCHOOL","6598 NORTH STATE HIGHWAY 83","PARKER","CO","80134",39.4589214,-104.7569379
"NORTHRIDGE ELEMENTARY SCHOOL","555 SOUTH PARK ROAD","HIGHLANDS RANCH","CO","80126",39.551592,-104.982508
"SAGEWOOD MIDDLE SCHOOL","4725 FOX SPARROW ROAD","PARKER","CO","80134",39.4317824,-104.7400124
"SIERRA MIDDLE SCHOOL","6651 PINE LANE AVENUE","PARKER","CO","80138",39.5443092,-104.7695473
"PINE GROVE ELEMENTARY SCHOOL","10450 STONEGATE PARKWAY","PARKER","CO","80134",39.5277902,-104.8065835
"PINE LANE ELEMENTARY","6485 E PONDEROSA DRIVE","PARKER","CO","80138",39.5410969,-104.7680098
"PIONEER ELEMENTARY SCHOOL","10881 RIVA RIDGE STREET","PARKER","CO","80138",39.5180448,-104.7366154
"PLATTE RIVER CHARTER ACADEMY","4085 LARK SPARROW ST.","HIGHLANDS RANCH","CO","80126",39.551876,-104.9413755
"ROXBOROUGH ELEMENTARY SCHOOL","8000 VILLAGE CIRCLE WEST","LITTLETON","CO","80125",39.4774383,-105.0762791
"PONDEROSA HIGH SCHOOL","7007 EAST BAYOU GULCH ROAD","PARKER","CO","80134",39.4362676,-104.75621
"PRAIRIE CROSSING ELEMENTARY SCHOOL","11605 SOUTH BRADBURY RANCH DRIVE","PARKER","CO","80134",39.5101942,-104.7987591
"ROCK CANYON HS PRE-K","5810 MCARTHUR RANCH ROAD","HIGHLANDS RANCH","CO","80124",39.5200085,-104.9214684
"RANCH VIEW MIDDLE SCHOOL","1731 WILDCAT RESERVE PARKWAY","HIGHLANDS RANCH","CO","80129",39.5315773,-105.0091991
"REDSTONE ELEMENTARY SCHOOL","9970 GLENSTONE CIRCLE","HIGHLANDS RANCH","CO","80130",39.5339745,-104.919526
"ROCK CANYON HIGH SCHOOL","5810 MCARTHUR RANCH ROAD","HIGHLANDS RANCH","CO","80124",39.5200085,-104.9214684
"ROCKY HEIGHTS MIDDLE SCHOOL","11033 MONARCH BOULEVARD","LITTLETON","CO","80124",42.5165206,-71.5141568
"SADDLE RANCH ELEMENTARY SCHOOL","805 WEST ENGLISH SPARROW TRAIL","HIGHLANDS RANCH","CO","80129",39.532148,-104.996848
"SAND CREEK ELEMENTARY SCHOOL","8898 SOUTH MAPLEWOOD DRIVE","HIGHLANDS RANCH","CO","80126",39.5611019,-104.9646556
"SEDALIA ELEMENTARY SCHOOL","5449 NORTH HUXTABLE STREET","SEDALIA","CO","80135",39.437245,-104.970228
"SOARING HAWK ELEMENTARY SCHOOL","4665 TANGLEVINE DRIVE","CASTLE ROCK","CO","80109",39.393938,-104.913348
"SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL","1100 SOUTH STREET","CASTLE ROCK","CO","80104",39.36925189999999,-104.8447649
"SUMMIT VIEW ELEMENTARY SCHOOL","10200 SOUTH PIEDMONT DRIVE","HIGHLANDS RANCH","CO","80126",39.5313836,-104.9617788
"THUNDERRIDGE HIGH SCHOOL","1991 WILDCAT RESERVE PARKWAY","HIGHLANDS RANCH","CO","80129",39.5344945,-105.0138011
"TIMBER TRAIL ELEMENTARY SCHOOL","690 WEST CASTLE PINES PARKWAY","CASTLE ROCK","CO","80108",39.4731837,-104.8987411
"TRAILBLAZER ELEMENTARY SCHOOL","9760 SOUTH HACKBERRY","HIGHLANDS RANCH","CO","80126",39.5393231,-105.0211106
"WILDCAT MOUNTAIN ELEMENTARY SCHOOL","6585 LIONSHEAD PARKWAY","LITTLETON","CO","80124",39.52552499999999,-104.909592
"RED HILL ELEMENTARY SCHOOL","100 GRUNDEL WAY","GYPSUM","CO","81637",39.620022,-106.957391
"BRUSH CREEK ELEMENTARY SCHOOL","333 EAGLE RANCH ROAD","EAGLE","CO","81631",39.6392587,-106.828592
"GYPSUM CREEK MIDDLE SCHOOL","401 GRUNDEL WAY","GYPSUM","CO","81637",39.62213,-106.95323
"RED CANYON HIGH SCHOOL","0256 CEMEMTARY ROAD","EDWARDS","CO","81631",39.6422871,-106.5722035
"AVON ELEMENTARY SCHOOL","805 WEST BEAVER CREEK","AVON","CO","81620",39.6389517,-106.5346439
"BATTLE MOUNTAIN HIGH SCHOOL","151 MILLER RANCH ROAD","EDWARDS","CO","81620",39.643808,-106.578943
"BERRY CREEK MIDDLE SCHOOL","1000 MILLER RANCH ROAD","EDWARDS","CO","81632",39.6421667,-106.575347
"EAGLE COUNTY CHARTER ACADEMY","1105 MILLER RANCH ROAD","EDWARDS","CO","81632",39.641626,-106.568753
"EAGLE VALLEY ELEMENTARY SCHOOL","737 EAST 3RD STREET","EAGLE","CO","81631",39.6542954,-106.8199685
"EAGLE VALLEY HIGH SCHOOL","641 VALLEY ROAD","GYPSUM","CO","81637",39.6441614,-106.9490851
"EAGLE VALLEY MIDDLE SCHOOL","747 EAST 3RD STREET","EAGLE","CO","81631",39.6542954,-106.8199685
"EDWARDS ELEMENTARY SCHOOL","0022 MEILE LANE","EDWARDS","CO","81632",39.644683,-106.6061782
"GYPSUM ELEMENTARY SCHOOL","601 HIGHWAY 6","GYPSUM","CO","81637",39.6452432,-106.9506706
"JUNE CREEK ELEMENTARY SCHOOL","1121 MILLER RANCH ROAD","EDWARDS","CO","81632",39.6413663,-106.5721153
"HOMESTAKE PEAK SCHOOL","750 EAGLE ROAD","AVON","CO","81620",39.6155067,-106.4777601
